NAME,VERSION,REPO,HOMEPAGE,DESCRIPTION
hicolor-icon-theme,0.17-1,main,,"Freedesktop.org Hicolor icon theme"
htop,3.2.1-1,main,,"Interactive process viewer"
httpup,0.5.0-1,main,,"One way sync over http"
hugo,0.101.0-1,main,,"Fast and Flexible Static Site Generator in Go"
hunspell,1.7.0-2,main,,"Advanced spell checker"
hwloc,2.8.0-1,main,https://www.open-mpi.org/projects/hwloc,"Portable Hardware Locality is a portable abstraction of hierarchical architectures"
hyphen,2.8.8-1,main,,"Library for high quality hyphenation and justification"
hypnotix,2.9-1,main,https://github.com/linuxmint/hypnotix,"An IPTV streaming application "
i3,4.20.1-1,main,,"An improved dynamic tiling window manager"
i3blocks,1.5-1,main,,"Define blocks for your i3bar status line"
i3-gaps,4.20.1-1,main,,"A fork of i3wm tiling window manager with more features, including gaps"
i3lock,2.14.1-1,main,,"Improved screenlocker based upon XCB and PAM"
i3status,2.14-1,main,,"Generates status bar to use with i3bar, dzen2 or xmobar"
i3status-rust,0.22.0-1,main,https://github.com/greshake/i3status-rust,"Very resourcefriendly and feature-rich replacement for i3status, written in pure Rust "
iana-etc,20220712-1,main,,"Provides data for network services and protocols"
iasl,20220331-1,main,,"Intel ACPI Source Language compiler"
ibhagwan-picom,Next-1,main,,"A picom fork with support for rounded corners "
iceauth,1.0.9-1,main,,"ICE authority file utility"
icecat-bin,60.7.0-1,nonfree,,"Binary build of the GNU version of the Mozilla Firefox browser"
icewm,2.9.8-1,main,,"Window manager with the goals of speed, simplicity, and not getting in the user's way"
icon-naming-utils,0.8.90-2,main,,"Perl script used for maintaining backwards compatibility with current desktop icon themes"
icoutils,0.32.3-1,main,,"Extracts and converts images in MS Windows(R) icon and cursor files"
icu-32,71.1-1,multilib,,"International Components for Unicode library"
icu,71.1-1,main,,"International Components for Unicode library"
iftop,1.0pre4-1,main,,"Display bandwidth usage on an interface"
imagemagick6,6.9.12.1-1,main,,"An image viewing/manipulation program (version 6)"
imagemagick7,7.1.0.44-1,main,,"ImageMagick is a collection of tools and libraries to read, write, and manipulate an image in various image formats"
imath,3.1.5-1,main,https://github.com/AcademySoftwareFoundation/Imath,"C++ and python library of 2D and 3D vector, matrix, and math operations for computer graphics"
imlib2,1.9.1-1,main,,"Graphics library for fast file loading, saving, rendering and manipulation"
inetutils,2.3-1,main,,"Programs for basic networking"
inih,56-1,main,https://github.com/benhoyt/inih,"Simple .INI file parser library written in C"
inkscape,1.2.1-1,main,,"Scalable Vector Graphics editor"
intel-ucode,20220510-1,main,,"microcode update files for intel CPUs'"
internxt-drive-bin,1.9.1-1,nonfree,,"Internxt Drive client UI"
intltool,0.51.0-1,main,,"An internationalization tool used for extracting translatable strings from source files"
inxi,3.3.20.1-1,main,,"Script to get system information"
iotop,1.22-2,main,https://github.com/Tomas-M,"Top like program to display I/O load."
iproute2,5.18.0-1,main,,"Programs for basic and advanced IPV4-based networking"
iptables,1.8.8-1,main,,"The principal firewall tool for Linux"
iridium,2022.04.100.0-1,nonfree,,"An attempt at creating a safer, faster, and more stable browser (Stable Channel)"
irssi,1.4.2-1,main,,"Modular text mode IRC client with Perl scripting"
iso-codes,4.11.0-1,main,,"List of country, language and currency names"
itstool,2.0.7-1,main,,"Extracts messages from XML files and outputs PO template files and vice versa"
iucode-tool,2.3.1-1,main,,"Tool to manipulate intel IA-32/X86-64 microcode bundles"
iw,5.19-1,main,,"nl80211 based CLI configuration utility for wireless devices"
iwd,1.29-1,main,https://iwd.wiki.kernel.org/,"Wireless daemon for Linux"
jack,1.9.21-1,main,,"A low-latency audio server"
jansson,2.13.1-1,main,,"C library for encoding, decoding and manipulating JSON data"
jasper,2.0.14-1,main,,"Open-source initiative to provide a free software-based reference implementation of the JPEG-2000 codec"
jemalloc,5.3.0-1,main,http://www.canonware.com/jemalloc/,"General-purpose scalable concurrent malloc implementation"
jfsutils,1.1.15-1,main,,"Administration and debugging tools for the jfs file system"
jgmenu,4.4.0-1,main,,"A simple X11 menu intended to be use with openbox and tint2"
jq,1.6-1,main,,"Command-line JSON processor"
js60,60.1.0-1,main,,"Mozilla's JavaScript engine written in C"
json-c,0.16-1,main,,"JSON implementation in C"
json-glib,1.6.6-1,main,,"library providing serialization and deserialization support for the JavaScript Object Notation (JSON) format"
jwm,2.4.2-1,main,,"A lightweight window manager for the X11 Window System"
kbd,2.5.1-1,main,,"Key-table files, console fonts, and keyboard utilities"
keepassxc,2.7.1-1,main,https://keepassxc.org/,"Cross-platform community-driven port of Keepass password manager "
keybinder2,0.3.1-1,main,,"Utility library registering global X keyboard shortcuts"
keybinder3,0.3.2-1,main,,"Utility library registering global X keyboard shortcuts"
keyutils,1.6.3-1,main,https://git.kernel.org/pub/scm/linux/kernel/git/dhowells/keyutils.git,"Tools to control the Linux key management system"
kitty,0.25.2-1,main,https://sw.kovidgoyal.net/kitty/,"Kitty is a GPU Accelerated Terminal"
kmod,30-1,main,,"Libraries and utilities for loading kernel modules"
kmod-32,30-1,multilib,,"Libraries and utilities for loading kernel modules"
kodi,19.4-7,main,,"kodi"
kodi-addon-inputstream-adaptive,19.0.3-2,main,,"kodi inputstream addon for several manifest types"
krb5,1.20-1,main,,"MIT Kerberos V5 is a network authentication protocol"
l3afpad,0.8.18.1.11-1,main,,"Simple plain text editor for GTK+ 3"
lame,3.100-1,main,,"An MP3 encoder and optionally, an MP3 frame analyzer"
lariza,20.08-1,main,,"Simple WebKit2GTK+ Browser "
lcms2,2.13.1-1,main,,"Small-footprint color management engine, with special focus on accuracy and performance"
lcms2-32,2.13.1-1,multilib,,"Small-footprint color management engine, with special focus on accuracy and performance"
leafpad,0.8.18.1-1,main,,"A notepad clone for GTK+ 2.0"
lemonbar,1.4-1,main,,"lightweight bar"
lemonbar-xft,1.1-1,main,,"lemonbar fork with xft support"
less,603-1,main,,"A text file viewer"
lftp,4.9.2-1,main,,"Sophisticated command line based FTP client"
liba52,0.7.4-1,main,,"Free library for decoding ATSC A/52 (also known as AC-3) streams"
libaio,0.3.113-1,main,,"The Linux-native asynchronous I/O facility (aio) library"
libappindicator,12.10.0-1,main,,"Library that allow applications to export menus"
libarchive,3.6.1-1,main,,"Reading/writing various compression formats"
libass,0.16.0-1,main,,"Portable subtitle renderer for the ASS/SSA (Advanced Substation Alpha/Substation Alpha) subtitle format"
libassuan,2.5.5-1,main,,"Inter process communication library used by some of the other GnuPG related packages"
libatasmart,0.19-1,main,,"Disk reporting library. It only supports a subset of the ATA S.M.A.R.T. functionality"
libatomic_ops,7.6.12-1,main,,"Implementations for atomic memory update operations on a number of architectures"
libblockdev,2.27-1,main,,"C library supporting GObject introspection for manipulation of block devices"
libbsd,0.11.6-1,main,https://libbsd.freedesktop.org,"Provides useful functions commonly found on BSD systems like strlcpy()"
libburn,1.5.4-1,main,,"Library for writing preformatted data onto optical media: CD, DVD and BD (Blu-Ray)"
libbytesize,2.7-1,main,,"Library facilitates the common operations with sizes in bytes"
libcanberra,0.30-1,main,,"Implementation of the XDG Sound Theme and Name Specifications, for generating event sounds on free desktops"
libcap,2.65-1,main,,"Implements the user-space interfaces to the POSIX 1003.1e capabilities available in Linux kernels"
libcdio,2.1.0-1,main,,"library for CD-ROM and CD image access"
libcdio-paranoia,10.2+2.0.1-1,main,,"Audio CD reading utility which includes extra data verification features"
libconfig,1.7.3-1,main,,"C/C++ Configuration File Library"
libcroco,0.6.13-1,main,,"Standalone CSS2 parsing and manipulation library"
libcue,2.2.1-2,main,,"Parses so-called cue sheets and handles the parsed data"
libcurl-compat,7.84.0-1,main,,"An URL retrieval library (without versioned symbols)"
libcurl-gnutls,7.84.0-1,main,,"An URL retrieval library (linked against gnutls)"
libdbusmenu,16.04.0-1,main,,"Library for passing menus over DBus"
libdbusmenu-qt,0.9.3+16.04.20160218-1,main,,"Qt implementation of the DBusMenu specification that exposes menus via DBus"
libdispatch,5.5.3-1,main,https://github.com/apple/swift-corelibs-libdispatch,"Grand central dispatch, from swift corelibs"
libdmtx,0.7.7-1,main,,"A software for reading and writing Data Matrix 2D barcodes"
libdmx,1.1.4-1,main,,"X11 Distributed Multihead extension library"
libdmx-32,1.1.4-1,multilib,,"X11 Distributed Multihead extension library"
libdrm,2.4.112-1,main,,"Provides a user space library for accessing the DRM, direct rendering manager, on operating systems that support the ioctl interface"
libdrm-32,2.4.112-1,multilib,,"User space library for accessing the DRM, on operating systems that support the ioctl interface (32bit)"
libdvdnav,6.1.1-1,main,,"Library that allows easy use of sophisticated DVD navigation features"
libdvdread,6.1.3-1,main,,"Library which provides a simple foundation for reading DVDs"
libepoxy,1.5.10-1,main,,"Library for handling OpenGL function pointer management"
liberation-fonts,2.00.1-4,main,,"Red Hats Liberation fonts"
libev,4.33-1,main,,"A full-featured and high-performance event loop"
libevdev,1.12.1-1,main,,"Common functions for Xorg input drivers"
libevent,2.1.12-1,main,,"Asynchronous event notification software library"
libexif,0.6.21-1,main,,"Library for parsing, editing, and saving EXIF data"
libfakekey,0.3-1,main,,"X virtual keyboard library"
libffi-32,3.3-1,multilib,,"Portable foreign function interface library"
libffi,3.4.2-1,main,https://sourceware.org/libffi/,"Portable foreign function interface library"
libfilezilla,0.38.1-1,main,,"Small and modern C++ library, offering some basic functionality to build high-performing, platform-independent programs"
libfm,1.3.2-1,main,,"Library used to develop file managers providing some file management utilities"
libfm-extra,1.3.2-1,main,,"Library and other files required by menu-cache-gen libexec of menu-cache"
libfontenc,1.1.4-1,main,,"X11 font encoding library"
libfs,1.0.8-1,main,,"X11 Font Services Library"
libfs-32,1.0.8-1,multilib,,"X11 Font Services Library"
libg15,3.0.7-1,main,https://gitlab.com/menelkir/libg15,"Library to handle the LCD and extra keys on the Logitech G15 Gaming Keyboard and similar devices."
libg15render,3.0.4-1,main,https://gitlab.com/menelkir/libg15render,"Library to render text and shapes into a buffer usable by the Logitech G15 Gaming Keyboard."
libgcrypt,1.10.1-1,main,,"A general purpose crypto library based on the code used in GnuPG"
libgcrypt-32,1.10.1-1,multilib,,"A general purpose crypto library based on the code used in GnuPG"
libgee,0.20.5-1,main,,"A collection library providing GObject-based interfaces and classes for commonly used data structures"
libglade,2.6.4-1,main,,"Loading Glade interface files in a program at runtime"
libglvnd,1.4.0-1,main,,"The GL Vendor-Neutral Dispatch library"
libglvnd-32,1.4.0-1,multilib,,"The GL Vendor-Neutral Dispatch library"
libgmp-32,6.2.1-1,multilib,,"Contains math libraries that useful functions for arbitrary precision arithmetic"
libgmp,6.2.1-1,main,,"Contains math libraries that useful functions for arbitrary precision arithmetic"
libgnomekbd,3.26.1-1,main,https://gitlab.gnome.org/GNOME/libgnomekbd,"Keyboard management library "
libgnome-keyring,3.12.0-2,main,,"GNOME keyring client library"
libgpg-error,1.45-1,main,,"Library that defines common error values for all GnuPG components"
libgpg-error-32,1.45-1,multilib,,"Library that defines common error values for all GnuPG components"
libgsf,1.14.50-1,main,,"libgsf "
libgtop,2.40.0-1,main,,"A library that reads information about processes and the running system"
libgudev,237-1,main,,"GObject bindings for libudev"
libgusb,0.3.10-1,main,,"GObject wrappers for libusb-1.0"
libical,3.0.14-1,main,,"Implementation of the iCalendar protocols and data formats"
libice,1.0.10-1,main,,"X11 Inter-Client Exchange library"
libice-32,1.0.10-1,multilib,,"X11 Inter-Client Exchange library"
libid3tag,0.16.2-1,main,https://github.com/tenacityteam/libid3tag,"ID3 tag manipulation library "
libidl2,0.8.14-1,main,,"A front-end for CORBA 2.2 IDL and Netscape's XPIDL"
libidn,1.41-1,main,,"Implementation of the Stringprep, Punycode and IDNA specifications"
libidn2,2.3.3-1,main,,"Free software implementation of IDNA2008, Punycode and TR46"
libindicator,12.10.1-1,main,,"Set of symbols and convenience functions for Ayatana indicators"
libinput,1.21.0-1,main,,"library that handles input devices for display servers and other applications that need to directly deal with input devices"
libisoburn,1.5.4-1,main,,"frontend for libraries libburn and libisofs"
libisofs,1.5.4-1,main,,"Library to create an ISO-9660 filesystem with extensions like RockRidge or Joliet"
libjpeg-turbo,2.1.3-1,main,,"A fork of the original IJG libjpeg which uses SIMD to accelerate baseline JPEG compression and decompression"
libjpeg-turbo-32,2.1.3-1,multilib,,"A fork of the original IJG libjpeg which uses SIMD to accelerate baseline JPEG compression and decompression"
libksba,1.6.0-1,main,,"Library used to make X.509 certificates as well as making the CMS (Cryptographic Message Syntax) easily accessible by other applications"
libmad,0.15.1b-1,main,,"High-quality MPEG audio decoder capable of 24-bit output"
libmatekbd,1.26.0-1,main,,"A fork of libgnomekbd"
libmatemixer,1.26.0-1,main,,"Mixer library for MATE Desktop"
libmateweather,1.26.0-1,main,,"A library for accessing weather information from online services"
libmbim,1.26.4-1,main,,"GLib-based library for talking to WWAN modems and devices which speak the Mobile Interface Broadband Model (MBIM) protocol"
libmd,1.0.4-1,main,https://www.hadrons.org/software/libmd,"Message Digest functions from BSD systems"
libmediainfo,21.03-1,main,https://mediaarea.net ,"Shared library for mediainfo "
libmicrohttpd,0.9.75-1,main,,"A small C library that is supposed to make it easy to run an HTTP server as part of another application."
libmms,0.6.4-1,main,https://sourceforge.net/projects/libmms/,"MMS stream protocol library "
libmng,2.0.3-1,main,,"Read and write Multiple-image Network Graphics (MNG)"
libmnl,1.0.5-1,main,,"A minimalistic user-space library oriented to Netlink developers"
libmpc,1.2.1-1,main,,"A library for the arithmetic of complex numbers with arbitrarily high precision and correct rounding of the result"
libmpcdec,1.2.6-1,main,,"MusePack decoding library"
libmpd,11.8.17-1,main,,"Signal based wrapper around libmpdclient"
libmpdclient,2.20-1,main,,"Asynchronous API library for interfacing MPD in the C, C++ & Objective C languages"
libmpeg2,0.5.1-1,main,https://libmpeg2.sourceforge.io/,"MPEG1/MPEG2 decoder (includes libmpeg2)"
libmpfr,4.1.0-1,main,,"Functions for multiple precision math"
libmtp,1.1.20-1,main,,"Library implementation of the Media Transfer Protocol"
libmusicbrainz5,5.1.0-1,main,,"Library That Provides Access to the MusicBrainz Server"
libmypaint,1.6.1-1,main,,"Library for making brushstrokes which is used by MyPaint and other projects"
libndp,1.8-1,main,,"Wrapper for IPv6 Neighbor Discovery Protocol"
libnfs,5.0.1-1,main,https://github.com/sahlberg/libnfs,"LIBNFS is a client library for accessing NFS shares over a network."
libnghttp2,1.48.0-1,main,https://nghttp2.org,"Framing layer of HTTP/2 is implemented as a reusable C library"
libnice,0.1.19-1,main,https://nice.freedesktop.org,"An implementation of the IETF's draft ICE (for p2p UDP data streams)"
libnl,3.7.0-1,main,,"Collection of libraries providing APIs to netlink protocol based Linux kernel interfaces"
libnma,1.8.40-1,main,,"NetworkManager GUI client library"
libnotify,0.8.1-1,main,,"Used to send desktop notifications to a notification daemon"
liboauth,1.0.3-1,main,https://github.com/x42/liboauth,"C library implementing OAuth Core RFC 5849"
libogg,1.3.5-1,main,,"A collection of routines used to create PNG format graphics files"
libotr,4.1.1-1,main,,"Off-the-Record Messaging Library and Toolkit"
libpcap,1.10.1-1,main,http://www.tcpdump.org/,"A system-independent interface for user-level packet capture"
libpciaccess,0.16-1,main,,"X11 PCI access library"
libpciaccess-32,0.16-1,multilib,,"X11 PCI access library"
libpeas,1.32.0-1,main,,"GObject based plugins engine"
libpipeline,1.5.6-1,main,,"A library for manipulating pipelines of subprocesses in a flexible and convenient way"
libpng,1.6.37-1,main,,"A collection of routines used to create PNG format graphics files"
libpng-32,1.6.37-1,multilib,,"A collection of routines used to create PNG format graphics files (32bit)"
libpsl,0.21.1-1,main,,"Library for accessing and resolving information from the Public Suffix List"
libptytty,2.0-1,main,http://dist.schmorp.de/libptytty/,"An offspring of rxvt-unicode that handles pty/tty/utmp/wtmp/lastlog handling in mostly OS-independent ways"
libpwquality,1.4.4-1,main,,"Common functions for password quality checking and also scoring them based on their apparent randomness"
libqmi,1.30.8-1,main,,"GLib-based library for talking to WWAN modems and devices which speak the Qualcomm MSM Interface (QMI) protocol"
libraw,0.20.2-1,main,,"Library for reading RAW files obtained from digital photo cameras"
libreoffice-bin,7.3.5-1,main,,"Full featured cross platform office suite (binary)"
libreplaygain,475-1,main,,"A library to adjust audio gain"
libressl,3.5.3-1,main,,"FREE version of the SSL/TLS protocol forked from OpenSSL"
librest,0.8.1-4,main,http://www.gnome.org/,"Gives more easily access to internet services which says be 'RESTful'"
librsvg,2.54.4-1,main,,"Library and tools used to manipulate, convert and view Scalable Vector Graphic (SVG) images"
librsync,2.3.2-1,main,http://librsync.sourcefrog.net,"Library for calculating and applying network deltas"
libsamplerate,0.1.9-1,main,,"Secret Rabbit Code - aka Sample Rate Converter for audio"
libsass,3.6.5-1,main,,"A C/C++ implementation of a Sass compiler"
libsbsms,2.3.0-1,main,https://github.com/claytonotey,"libsbsms "
libseat,0.7.0-1,main,https://git.sr.ht/~kennylevinsen/seatd,"A minimal seat management daemon, and a universal seat management library"
libseccomp,2.5.4-1,main,,"Enhanced seccomp library"
libsecret,0.20.5-1,main,,"GObject based library for accessing the Secret Service API"
libsigc++,2.10.2-1,main,,"Implements a typesafe callback system for standard C++"
libsignal-protocol-c,2.3.3-1,main,,"Signal Protocol C Library "
libsm,1.2.3-1,main,,"X11 Session Management library"
libsm-32,1.2.3-1,multilib,,"X11 Session Management library"
libsndfile,1.0.28-1,main,,"Library of C routines for reading and writing files containing sampled audio data"
libsodium,1.0.18-1,main,https://github.com/jedisct1/libsodium,"P(ortable|ackageable) NaCl-based crypto library "
libsoup,2.74.0-1,main,,"HTTP client/server library for GNOME"
libsoup3,3.0.7-1,main,https://wiki.gnome.org/Projects/libsoup,"HTTP client/server library for GNOME"
libsoxr,0.1.3-1,main,,"High quality, one-dimensional sample-rate conversion library"
libspiro,20220722-1,main,,"Simplifies the drawing of beautiful curves"
libsrtp,2.4.2-1,main,https://github.com/cisco/libsrtp,"Library for SRTP (Secure Realtime Transport Protocol)"
libssh2,1.10.0-1,main,,"Client-side C library implementing the SSH2 protocol"
libstatgrab,0.92.1-1,main,,"A library that provides cross platform access to statistics about the system on which it's run"
libtasn1-32,4.18.0-1,multilib,,"Highly portable C library that encodes and decodes DER/BER data following an ASN.1 schema"
libtasn1,4.18.0-1,main,,"Highly portable C library that encodes and decodes DER/BER data following an ASN.1 schema"
libtheora,1.1.1-1,main,,"Reference implementation of the Theora video compression format"
libtiff-32,4.4.0-1,multilib,,"TIFF libraries and associated utilities"
libtiff,4.4.0-1,main,,"TIFF libraries and associated utilities"
libtirpc,1.3.2-1,main,,"Libraries that support programs that use the Remote Procedure Call (RPC) API"
libtool,2.4.7-1,main,,"The GNU generic library support script"
libtool-32,2.4.7-1,multilib,,"The GNU generic library support script"
libtorrent,0.13.8-1,main,,"Torrent library"
libtorrent-rasterbar,2.0.7-1,main,,"A C++ bittorrent library"
libuninameslist,20220701-1,main,,"Large, sparse array mapping each unicode code point to the annotation data for it"
libunique,1.1.6-1,main,,"Library for writing single instance applications"
libunistring,1.0-1,main,,"Library for manipulating Unicode strings and C strings"
libusb,1.0.26-1,main,,"Library used by some applications for USB device access"
libusb-compat,0.1.7-1,main,http://libusb.sourceforge.net/,"Library to enable user space application programs to communicate with USB devices "
libuv,1.44.2-1,main,,"Multi-platform support library with a focus on asynchronous I/O"
libva,2.15.0-1,main,,"Library which provides access to hardware accelerated video processing"
libva-intel,2.4.1-1,main,,"Library which provides access to hardware accelerated video processing for video cards based on an Intel GPU"
libva-utils,2.15.0-1,main,,"Intel VA-API Media Applications and Scripts for libva"
libvdpau,1.5-1,main,,"Contains a library which implements the VDPAU library"
libvdpau-va-gl,0.4.2-1,main,,"Library which implements the VDPAU library"
libvorbis,1.3.7-1,main,,"Creating (encoding) and playing (decoding) sound in an open (patent free) format"
libvpx,1.12.0-1,main,,"Implementations of the VP8 Codec, used in most current html5 video, and of the next-generation VP9 Codec"
libwebp,1.2.3-1,main,,"Library and support programs to encode and decode images in WebP format"
libwnck2,2.30.7-1,main,,"Window Navigator Construction Kit"
libwnck3,40.0-1,main,,"Window Navigator Construction Kit"
libwpe,1.13.2-1,main,,"General-purpose library for WPE WebKit"
libx11,1.8.1-1,main,,"X11 client-side library"
libx11-32,1.8.1-1,multilib,,"X11 client-side library (32bit)"
libxau,1.0.9-1,main,,"X11 authorisation library"
libxau-32,1.0.9-1,multilib,,"X11 authorisation library (32bit)"
libxaw,1.0.14-1,main,,"X11 Athena Widget library"
libxaw-32,1.0.14-1,multilib,,"X11 Athena Widget library"
libxaw3dxft,1.6.2h-1,main,,"xaw3d library for xpaint"
libxcb,1.15-1,main,,"X11 client-side library"
libxcb-32,1.15-1,multilib,,"X11 client-side library (32bit)"
libxcomposite,0.4.5-1,main,,"X11 Composite extension library"
libxcomposite-32,0.4.5-1,multilib,,"X11 Composite extension library"
libxcrypt,4.4.28-1,main,,"Modern library for one-way hashing of passwords "
libxcursor,1.2.1-1,main,,"X cursor management library"
libxcursor-32,1.2.1-1,multilib,,"X cursor management library"
libxcvt,0.1.2-1,main,https://gitlab.freedesktop.org/xorg/lib/libxcvt,"Library providing a standalone version of the X server implementation of the VESA CVT standard timing modelines generator"
libxdamage,1.1.5-1,main,,"X11 damaged region extension library"
libxdamage-32,1.1.5-1,multilib,,"X11 damaged region extension library"
libxdg-basedir,1.2.3-1,main,,"An implementation of the XDG Base Directory specifications"
libxdmcp,1.1.3-1,main,,"X11 Display Manager Control Protocol library"
libxdmcp-32,1.1.3-1,multilib,,"X11 Display Manager Control Protocol library"
libxext,1.3.4-1,main,,"X11 miscellaneous extensions library"
libxext-32,1.3.4-1,multilib,,"X11 miscellaneous extensions library"
libxfce4ui,4.16.1-1,main,,"GTK+ 2 widgets that are used by other Xfce applications"
libxfce4util,4.16.0-1,main,,"Basic utility library for the Xfce desktop environment"
libxfixes-32,6.0.0-1,multilib,,"X11 miscellaneous 'fixes' extension library"
libxfixes,6.0.0-1,main,,"X11 miscellaneous 'fixes' extension library"
libxfont,1.5.4-1,main,,"X11 font rasterisation library"
libxfont2,2.0.5-1,main,,"X11 font rasterisation library"
libxft,2.3.4-1,main,,"FreeType-based font drawing library for X"
libxft-32,2.3.4-1,multilib,,"FreeType-based font drawing library for X"
libxi,1.8-1,main,,"X11 Input extension library"
libxi-32,1.8-1,multilib,,"X11 Input extension library"
libxinerama,1.1.4-1,main,,"X11 Xinerama extension library"
libxinerama-32,1.1.4-1,multilib,,"X11 Xinerama extension library"
libxkbcommon,1.4.1-1,main,,"keymap compiler and support library"
libxkbfile,1.1.0-1,main,,"X11 keyboard file manipulation library"
libxkbfile-32,1.1.0-1,multilib,,"X11 keyboard file manipulation library"
libxklavier,5.4-1,main,,"Utility library for X keyboard"
libxml2,2.9.14-1,main,,"Contains libraries and utilities used for parsing XML files"
libxml2-32,2.9.14-1,multilib,,"Contains libraries and utilities used for parsing XML files"
libxmlb,0.3.9-1,main,https://github.com/hughsie/libxmlb,"Library to help create and query binary XML blobs"
libxmu,1.1.3-1,main,,"X11 miscellaneous micro-utility library"
libxmu-32,1.1.3-1,multilib,,"X11 miscellaneous micro-utility library"
libxpm-32,3.5.13-1,multilib,,"X11 pixmap library"
libxpm,3.5.13-1,main,,"X11 pixmap library"
libxpresent,1.0.0-1,main,,"Xlib-based library for the X Present Extension"
libxrandr,1.5.2-1,main,,"X11 RandR extension library"
libxrandr-32,1.5.2-1,multilib,,"X11 RandR extension library"
libxrender,0.9.10-1,main,,"X Rendering Extension client library"
libxrender-32,0.9.10-1,multilib,,"X Rendering Extension client library"
libxres,1.2.1-1,main,,"X11 Resource extension library"
libxres-32,1.2.1-1,multilib,,"X11 Resource extension library"
libxscrnsaver,1.2.3-1,main,,"X11 Screen Saver extension client library"
libxscrnsaver-32,1.2.3-1,multilib,,"X11 Screen Saver extension client library"
libxshmfence,1.3-1,main,,"A library that exposes a event API on top of Linux futexes"
libxshmfence-32,1.3-1,multilib,,"A library that exposes a event API on top of Linux futexes"
libxslt,1.1.34-2,main,,"XSLT libraries used for extending libxml2 libraries to support XSLT files"
libxslt-32,1.1.34-1,multilib,,"XSLT libraries used for extending libxml2 libraries to support XSLT files"
libxt,1.2.1-1,main,,"X11 toolkit intrinsics library"
libxt-32,1.2.1-1,multilib,,"X11 toolkit intrinsics library"
libxtst,1.2.3-1,main,,"X11 Testing -- Resource extension library"
libxtst-32,1.2.3-1,multilib,,"X11 Testing -- Resource extension library"
libxv,1.0.11-1,main,,"X11 Video extension library"
libxv-32,1.0.11-1,multilib,,"X11 Video extension library"
libxvmc,1.0.13-1,main,,"X11 Video Motion Compensation extension library"
libxvmc-32,1.0.13-1,multilib,,"X11 Video Motion Compensation extension library"
libxxf86dga,1.1.5-1,main,,"X11 Direct Graphics Access extension library"
libxxf86dga-32,1.1.5-1,multilib,,"X11 Direct Graphics Access extension library"
libxxf86vm,1.1.4-1,main,,"X11 XFree86 video mode extension library"
libxxf86vm-32,1.1.4-1,multilib,,"X11 XFree86 video mode extension library"
libzen,0.4.39-1,main,https://mediaarea.net,"Shared library for libmediainfo and mediainfo"
libzip,1.9.2-1,main,https://libzip.org,"A C library for reading, creating, and modifying zip archives "
light,1.2.2-2,main,,"Program to easily change brightness on backlight-controllers"
lightdm,1.32.0-3,main,,"Lightweight display manager based upon GTK"
lightdm-gtk-greeter,2.0.8-1,main,,"GTK+ greeter for LightDM"
lightdm-gtk-greeter-settings,1.2.2-1,main,,"Settings editor for the LightDM GTK+ Greeter"
lilv,0.24.16-1,main,,"lilv library to make use of lv2 plugins as simple as possible "
links,2.27-1,main,,"Text and graphics mode WWW browser"
linux,5.19.0-1,main,,"Linux kernel, sources and modules"
linux-api-headers,5.14.7-1,main,,"Expose the kernel's API for use by Glibc"
linux-firmware,20220708-2,main,,"Firmware files for Linux"
linux-lts,5.15.58-1,main,,"Linux kernel, sources and modules"
linux-pam,1.5.2-1,main,,"Pluggable Authentication Modules used to enable the local system administrator to choose how applications authenticate users"
lld,14.0.6-1,main,https://lld.llvm.org/,"Linker from the LLVM project"
llvm,14.0.6-1,main,,"Collection of modular and reusable compiler and toolchain technologies"
llvm-32,14.0.6-1,multilib,,"Collection of modular and reusable compiler and toolchain technologies"
lmdb,0.9.29-1,main,,"Fast, compact, key-value embedded data store"
lm_sensors-32,3.6.0-1,multilib,,"User-space support for the hardware monitoring drivers in the Linux kernel"
lm_sensors,3.6.0-1,main,,"User-space support for the hardware monitoring drivers in the Linux kernel"
loudmouth,1.5.4-1,main,,"A lightweight Jabber client library written in C/Glib "
lsb-release,1.4-2,main,,"Script that gives information about the Linux Standards Base (LSB) status of the distribution"
lua,5.4.4-1,main,,"Light-weight programming language designed for extending applications"
luajit,2.0.5-1,main,,"Just-in-time compiler and drop-in replacement for Lua 5.1."
luit,1.1.1-1,main,,"Filter that can be run between an arbitrary application and a UTF-8 terminal emulator"
lutris,0.5.10.1-1,main,https://lutris.net/,"Lutris is an open gaming platform for Linux "
lv2,1.18.6-1,main,,"lv2 open standard for audio plugins"
lvm2,2.03.16-1,main,,"Set of tools that manage logical partitions"
lxappearance,0.6.3-1,main,,"Desktop-independent theme switcher for GTK+"
lxappearance-obconf,0.2.3-1,main,,"Plugin for LXAppearance to configure OpenBox"
lxde,0.1-2,main,,"Meta port for lxde desktop"
lxde-common,0.99.2-1,main,,"Set of default configuration for LXDE"
lxde-icon-theme,0.5.1-1,main,,"nuoveXT 2.2 Icon Theme for LXDE"
lxdm,0.5.3-2,main,,"Lightweight Display Manager for the LXDE desktop"
lxinput,0.3.5-1,main,,"Small program used to configure keyboard and mouse for LXDE"
lxmenu-data,0.1.5-1,main,,"Freedesktop.org menu spec-compliant desktop menus for LXDE"
lxpanel,0.10.1-1,main,,"Lightweight X11 desktop panel"
lxrandr,0.3.2-1,main,,"Monitor configuration tool for LXDE"
lxsession,0.5.5-1,main,,"Default session manager for LXDE"
lxtask,0.1.10-1,main,,"Lightweight and desktop-independent task manager"
