NAME,VERSION,REPO,HOMEPAGE,DESCRIPTION
lxterminal,0.4.0-1,main,,"VTE-based terminal emulator for LXDE with support for multiple tabs"
lynx,2.8.9rel.1-1,main,,"Text based web browser"
lz4,1.9.3-1,main,,"Extremely fast compression algorithm"
lzo,2.10-1,main,,"Data compression library"
m4,1.4.19-1,main,,"The GNU macro processor"
macchina,6.0.6-1,main,https://github.com/Macchina-CLI/macchina,"Fast, minimal and customizable system information frontend."
mailcap,2.1.53-1,main,,"Helper application and MIME type associations for file types "
mailspring,1.10.3-1,nonfree,https://getmailspring.com,"A beautiful, fast and maintained fork of Nylas Mail by one of the original authors "
make,4.3-1,main,,"Program for compiling packages"
makeself,2.4.5-1,main,,"Utility to create self-extracting packages"
man-db,2.10.2-2,main,,"Programs for finding and viewing man pages"
mandoc,1.14.6-1,main,https://mdocml.bsd.lv/,"mandoc - a document processor for mdoc and man"
man-pages,5.13-1,main,,"Linux man pages"
marco,1.26.0-1,main,,"The MATE window manager, a fork of metacity"
mate,1.24.0-1,main,,"Meta package for mate desktop"
mate-applets,1.26.1-1,main,,"Applets for MATE panel"
mate-backgrounds,1.26.0-1,main,,"Backgrounds for MATE"
mate-calc,1.26.0-1,main,,"Calculator for the MATE desktop environment"
mate-common,1.26.0-1,main,,"Common files for MATE applications"
mate-control-center,1.26.0-1,main,,"The MATE control center"
mate-desktop,1.26.0-1,main,,"A library with common API for MATE modules"
mate-extra,1.22.0-1,main,,"Meta package for mate-extra"
mate-icon-theme,1.26.0-1,main,,"Icon theme for MATE"
mate-icon-theme-faenza,1.20.0-1,main,,"Faenza icon theme for MATE"
mate-media,1.26.0-1,main,,"MATE Media Tools"
mate-menus,1.26.0-1,main,,"A library that implements the Desktop Menu Specifications from freedesktop.org"
mate-netbook,1.26.0-1,main,,"A simple window management tool (GTK2 version)"
mate-notification-daemon,1.26.0-1,main,,"Notification daemon for MATE"
mate-panel,1.26.2-1,main,,"The MATE panel"
mate-polkit,1.26.0-1,main,,"PolicyKit integration for the MATE desktop"
mate-power-manager,1.26.0-1,main,,"Power management tool for the MATE desktop"
mate-screensaver,1.26.1-1,main,,"Screensaver for MATE"
mate-sensors-applet,1.26.0-1,main,,"A MATE Panel applet to display readings from hardware sensors, including CPU temperature, fan speeds and voltage readings"
mate-session-manager,1.26.0-1,main,,"MATE session manager and configuration program"
mate-settings-daemon,1.26.0-1,main,,"A fork of gnome-settings-daemon for MATE"
mate-system-monitor,1.26.0-1,main,,"A system monitor for MATE"
mate-terminal,1.26.0-1,main,,"The MATE terminal emulator"
mate-themes,3.22.23-1,main,,"MATE themes"
mate-user-guide,1.26.0-1,main,,"MATE User Guide"
mate-user-share,1.26.0-1,main,,"User level public file sharing via WebDAV for MATE"
mate-utils,1.26.0-1,main,,"Common MATE utilities for viewing disk usage, logs and fonts, taking screenshots, managing dictionaries and searching files"
mc,4.8.28-1,main,,"A Text-mode full-screen file manager and visual shell"
mcabber,1.1.2-1,main,,"A small Jabber console client, includes features: SSL, PGP, MUC, UTF8 "
mdbook,0.4.21-1,main,,"Create book from markdown files, like Gitbook but implemented in Rust"
megasdk,4.0.2-1,main,https://github.com/meganz/sdk,"MEGA SDK - Client Access Engine "
menu-cache,1.1.0-2,main,,"Library for creating and utilizing caches to speed up the manipulation for freedesktop.org defined application menus"
menumaker,0.99.14-1,main,,"Heuristics-driven menu generator for Deskmenu, FluxBox, IceWM, OpenBox, WindowMaker and XFCE"
mercury,22.01.3-1,main,,"Mercury programming language compiler"
mesa,22.1.4-1,main,,"OpenGL compatible 3D graphics library"
mesa-32,22.1.4-1,multilib,,"OpenGL compatible 3D graphics library"
mesa-demos,8.4.0-1,main,,"Mesa demos and tools incl. glxinfo + glxgears"
meson,0.63.0-1,main,,"Open source build system meant to be both extremely fast, and, even more importantly, as user friendly as possible"
microsoft-edge,103.0.1264.62-1,nonfree,https://www.microsoft.com/en-us/edge,"Microsoft Edge is the fast and secure browser that helps you protect your data and save time and money."
midori,9.0-1,main,,"Lightweight web browser"
mimalloc,2.0.6-1,main,https://github.com/microsoft/mimalloc,"General-purpose allocator with excellent performance characteristics"
minizip,1.2.12-1,main,https://www.zlib.net/,"(un)zip based on zlib"
mkfontscale,1.2.2-1,main,,"Create an index of scalable font files for X"
mkinitramfs,20200118-3,main,,"Modular initramfs image creation utility"
mksh,R59c-1,main,,"The MirBSD Korn Shell"
mlt,7.8.0-1,main,,"Open source multimedia framework, designed and developed for television broadcasting"
mm-common,1.0.4-1,main,https://gtkmm.org/,"Common build files of the C++ bindings. "
mobile-broadband-provider-info,20220511-1,main,,"Mobile broadband settings for various service providers"
moc,2.5.2-2,main,http://moc.daper.net/,"Music On Console - ncurses interface for playing audio files"
modemmanager,1.18.10-1,main,,"Unified high level API for communicating with mobile broadband modems"
moka-icon-theme,5.4.0-1,main,,"An icon theme designed with a minimal, flat style, using simple geometry & colours. "
mold,1.3.1-2,main,https://github.com/rui314/mold,"A Modern Linker"
monit,5.32.0-1,main,,"Utility for monitoring daemons running on a Unix system"
mousepad,0.5.10-1,main,,"Simple GTK+ 2 text editor for the Xfce desktop environment"
mozjs,78.10.1-1,main,,"Mozilla's JavaScript engine written in C"
mozo,1.26.1-1,main,,"MATE menu editing tooldictionaries and searching files"
mpc,0.34-1,main,,"Minimalist command line interface to MPD"
mpg123,1.30.1-1,main,,"Console-based MP3 player"
mpg123-32,1.30.1-1,multilib,,"Console-based MP3 player"
mplayer,1.5-1,main,,"Audio/video player controlled via the command line or a graphical interface"
mps-youtube,0.2.8-1,main,,"Terminal based YouTube jukebox with playlist management"
mpv,0.34.1-1,main,,"A free, open source, and cross-platform media player"
msmtp,1.8.20-1,main,,"An SMTP client suitable for use with mutt etc."
mtdev,1.1.6-1,main,,"Multitouch Protocol Translation Library which is used to transform all variants of kernel MT (Multitouch) events to the slotted type B protocol"
mtm,1.2.1-1,main,https://github.com/deadpixi/mtm,"Micro Terminal Multiplexer, a terminal multiplexer."
mtools,4.0.40-1,main,,"Utilities to access MS-DOS disks without mounting them"
muparser,2.3.2-1,main,,"A fast math parser library"
mupdf,1.20.0-1,main,,"Lightweight PDF and XPS viewer "
mypaint-brushes1,1.3.1-1,main,,"Brushes used by packages which use libmypaint"
mypaint-brushes,2.0.2-1,main,,"Brushes used by packages which use libmypaint"
nano,6.3-1,main,,"Simple text editor which aims to replace Pico, the default editor in the Pine package"
nasm,2.15.05-1,main,,"80x86 assembler designed for portability and modularity"
nbwmon,0.5.2-1,main,,"ncurses bandwidth monitor"
ncdu,2.1.2-1,main,,"Disk usage analyzer with an ncurses interface"
ncmpcpp,0.9.2-1,main,,"Almost exact clone of ncmpc with some new features"
ncspot,0.10.0-1,main,https://github.com/hrkfdn/ncspot,"Cross-platform ncurses Spotify client written in Rust, inspired by ncmpc and the likes"
ncurses-32,6.3-1,multilib,,"Libraries for terminal-independent handling of character screens (32bit)"
ncurses,6.3-1,main,,"Libraries for terminal-independent handling of character screens"
neofetch,7.1.0-3,main,,"A CLI system information tool written in BASH that supports displaying images"
neomutt,20220429-1,main,,"A version of mutt with added features"
neon,0.32.2-1,main,,"HTTP and WebDAV client library, with a C interface"
nerd-fonts-fira-code,2.1.0-1,main,https://github.com/ryanoasis/nerd-fonts,"Patched font Fira (Fura) Code from the nerd-fonts library "
nethogs,0.8.6-1,main,,"A net top tool which displays traffic used per process instead of per IP or interface"
netpbm,10.73.40-1,main,,"A toolkit for manipulation of graphic images "
netsurf,3.10-1,main,,"Lightweight and fast web browser"
nettle-32,3.8.1-1,multilib,,"Low-level cryptographic library that is designed to fit easily in many contexts"
nettle,3.8.1-1,main,,"Low-level cryptographic library that is designed to fit easily in many contexts"
net-tools,2.10-1,main,,"Programs for controlling the network subsystem of the Linux kernel"
networkmanager,1.38.2-1,main,,"Network connection manager and user applications"
network-manager-applet,1.28.0-1,main,,"Panel applet used to configure wired and wireless network connections"
newsboat,2.28-1,main,,"An RSS/Atom feed reader for text terminals"
newt,0.52.21-1,main,,"Programming library for color text mode, widget based user interfaces"
nfs-utils,2.5.4-1,main,,"NFS Utilities"
ngetty,1.1-1,main,https://packages.debian.org/sid/ngetty,"Daemon for virtual console terminals"
ninja,1.11.0-1,main,,"Small build system with a focus on speed"
nitrogen,1.6.1-1,main,,"Background browser and setter for X windows"
nnn,4.6-1,main,,"Free, fast, friendly file browser"
nodejs,18.7.0-1,main,,"JavaScript runtime built on Chrome's V8 JavaScript engine"
notification-daemon,3.20.0-2,main,,"Daemon that displays passive pop-up notifications"
notmuch,0.36-1,main,,"a fast, global-search and tag-based email system "
noto-fonts,20201226-1,main,,"Google Noto TTF fonts"
noto-fonts-emoji,20200916-1,main,,"Google Noto emoji fonts "
noto-fonts-extra,20201226-1,main,,"Google Noto TTF fonts (extra)"
npth,1.6-1,main,,"Portable POSIX/ANSI-C based library for Unix platforms which provides non-preemptive priority-based scheduling for multiple threads of execution (multithreading) inside event-driven applications"
nspr,4.34-1,main,,"Provides a platform-neutral API for system level and libc like functions"
nss,3.81-1,main,,"Set of libraries designed to support cross-platform development of security-enabled client and server applications"
nsxiv,30-1,main,,"Neo Simple X Image Viewer"
ntfs-3g,2022.5.17-2,main,,"Stable, read-write open source driver for NTFS partitions"
ntp,4.2.8p15-1,main,,"Client and server to keep the time synchronized between various computers over a network"
numactl,2.0.14-1,main,,"Simple NUMA policy support"
numix-icon-theme,21.10.31-1,main,,"Base icon theme from the Numix project"
numix-icon-theme-circle,22.07.11-1,main,,"Base icon theme from the Numix project (circle)"
numix-themes-blue,20180608-1,main,,"A flat and light theme with a modern look"
numlockx,1.2-1,main,https://github.com/rg3/numlockx,"Turns on the numlock key in X11"
nvidia-32,510.60.02-1,nonfree,,"NVIDIA Linux Display Driver (long lived branch)"
nvidia-390xx,390.151-1,nonfree,,"NVIDIA Linux Display Driver (Latest Production Branch)"
nvidia-470xx,470.129.06-1,nonfree,,"NVIDIA Linux Display Driver (Latest Production Branch)"
nvidia,515.57-1,nonfree,,"NVIDIA Linux Display Driver (Latest Production Branch)"
obconf,2.0.4-1,main,,"A GTK2 based configuration tool for the Openbox windowmanager"
obkey,1.0-1,main,,"Openbox Key Editor"
oblogout,0.2-1,main,,"Openbox logout script"
obmenu,1.0-1,main,,"Openbox menu editor"
obmenu-generator,0.90-1,main,,"A fast menu generator for the Openbox Window Manager"
ohsnap,1.8.0-3,main,,"Monospaced font based on Artwiz Snap"
oniguruma,6.9.8-1,main,,"a regular expressions library"
openal,1.22.2-1,main,https://github.com/kcat/openal-soft,"OpenAL Soft is a software implementation of the OpenAL 3D audio API"
openbox,3.6.1-2,main,,"Highly configurable desktop window manager with extensive standards support"
opencl-headers,2022.05.18-1,main,,"OpenCL (Open Computing Language) header files"
opendoas,6.8.2-1,main,https://github.com/Duncaen/OpenDoas,"A portable fork of the OpenBSD `doas` command"
openexr,3.1.5-1,main,,"OpenEXR is a high dynamic-range (HDR) image file format originally developed by Industrial Light & Magic for use in computer imaging applications."
openjade,1.3.2-2,main,,"Contains a DSSSL engine"
openjdk-17-bin,17.0.4+8-1,main,https://github.com/adoptium/,"Java"
openjdk-bin,18-1,main,https://download.java.net,"openjdk-bin version"
openjpeg,1.5.2-1,main,,"Open-source implementation of the JPEG-2000 standard"
openjpeg2,2.5.0-1,main,,"Open-source implementation of the JPEG-2000 standard, version 2.3.0"
openmsx,17.0-1,main,http://openmsx.org/,"The MSX emulator that aims for perfection. "
openmsx-catapult,17.0-1,main,http://openmsx.org,"Front-end for openMSX: the MSX emulator that aims for perfection."
opensp,1.5.2-1,main,,"C++ library for using SGML/XML files"
openssh,9.0p1-1,main,,"Free version of the SSH connectivity tools"
openssl1.0,1.0.2u-1,main,,"Libraries relating to cryptography"
openssl,1.1.1q-1,main,,"Management tools and libraries relating to cryptography"
openssl-32,1.1.1q-1,multilib,,"Management tools and libraries relating to cryptography"
openvpn,2.5.7-1,main,,"VPN Client"
opera,89.0.4447.38-1,nonfree,,"A fast and secure web browser"
optipng,0.7.7-1,main,,"Compresses PNG files to a smaller size, without losing any information"
opus,1.3.1-1,main,,"lossy audio compression format developed by the Internet Engineering Task Force"
orage,4.16.0-1,main,,"A simple calendar application with reminders for Xfce"
os-prober,1.81-1,main,,"Utility to detect other OSes on a set of drives"
osx-arc-theme,1.4.7-1,main,,"OSX-Arc-Shadow Theme for GTK 3.x"
p11-kit,0.24.1-1,main,,"Provides a way to load and enumerate PKCS #11 (a Cryptographic Token Interface Standard) modules"
p11-kit-32,0.24.1-1,multilib,,"Provides a way to load and enumerate PKCS #11 (a Cryptographic Token Interface Standard) modules"
p7zip,17.04-1,main,,"Unix command-line port of 7-Zip, a file archiver that archives with high compression ratios"
pacmixer,0.6.3-1,main,,"alsamixer alike for PulseAudio"
palemoon,28.8.4-1,main,,"Open source web browser based on Firefox focusing on efficiency"
pamixer,1.6-1,main,https://github.com/cdemoulins/pamixer,"Pulseaudio command-line mixer like amixer"
pandoc-bin,2.18-1,nonfree,,"Conversion between markup formats, Bin-Edition"
pango,1.50.8-1,main,,"Library for laying out and rendering of text, with an emphasis on internationalization"
pangomm,2.42.2-1,main,https://gitlab.gnome.org/GNOME/pangomm,"C++ interface to pango"
paper-icon-theme,1.5.0-1,main,,"Paper is an open source desktop theme and icon project by Sam Hewitt"
papirus-icon-theme,20220710-1,main,,"Papirus icon theme"
papirus-icon-theme-dark,20220710-1,main,,"Papirus icon theme (Dark)"
papirus-icon-theme-light,20220710-1,main,,"Papirus icon theme (Light)"
parallel,20220722-1,main,,"A shell tool for executing jobs in parallel"
parcellite,1.2.1-1,main,,"Lightweight GTK+ clipboard manager"
parole,4.16.0-1,main,,"DVD/CD/music player for Xfce that uses GStreamer"
parted,3.5-1,main,,"Disk partitioning and partition resizing tool"
password-store,1.7.4-1,main,,"SImple password manager using gpg and ordinary unix directories. "
patch,2.7.6-1,main,,"A program for modifying or creating files by applying a “patch” file typically created by the diff program"
patchelf,0.15.0-1,main,https://github.com/Nixos/patchelf,"A small utility to modify the dynamic linker and RPATH of ELF executables."
pavucontrol,5.0-1,main,,"PulseAudio Volume Control"
pciutils,3.8.0-1,main,,"Set of programs for listing PCI devices, inspecting their status and setting their configuration registers"
pcmanfm,1.3.2-1,main,,"Extremely fast, lightweight, yet feature-rich file manager with tabbed browsing"
pcre2,10.40-1,main,,"New generation of the Perl Compatible Regular Expression libraries"
pcre-32,8.45-1,multilib,,"Perl Compatible Regular Expression libraries"
pcre,8.45-1,main,,"Perl Compatible Regular Expression libraries"
perl,5.36.0-1,main,,"The Practical Extraction and Report Language"
perl-data-dump,1.23-1,main,,"Pretty printing of data structures"
perl-html-parser,3.72-1,main,,"Perl HTML parser class"
perl-html-tagset,3.20-1,main,,"Data tables useful in parsing HTML"
perl-json,4.07-1,main,https://metacpan.org/pod/JSON,"JSON (JavaScript Object Notation) encoder/decoder"
perl-linux-desktopfiles,0.25-1,main,,"A very fast Perl module for parsing the Linux desktop files"
perl-parse-yapp,1.21-1,main,,"Perl/CPAN Module Parse::Yapp : Generates OO LALR parser modules"
perl-uri,5.12-1,main,,"Perl that module implements the URI class"
perl-xml-namespacesupport,1.12-1,main,,"A simple generic namespace processor"
perl-xml-parser,2.46-1,main,,"Expat-based XML parser module for perl"
perl-xml-sax,1.02-1,main,,"Simple API for XML"
perl-xml-sax-base,1.09-1,main,,"Base class SAX Drivers and Filters"
perl-xml-simple,2.25-1,main,,"Perl extension that provides an easy API to read and write XML (especially config files)"
php7,7.4.19-1,main,https://www.php.net,"PHP interpreter, extension modules and support stuff "
php,8.1.8-1,main,https://www.php.net,"PHP interpreter, extension modules and support stuff "
phpstorm,2022.1.3-2,nonfree,https://www.jetbrains.com/phpstorm/,"Lightweight and Smart PHP IDE "
picom,9.1-1,main,,"A compositor for X11"
pinentry,1.2.0-1,main,,"Collection of simple PIN or pass-phrase entry dialogs which utilize the Assuan protocol"
pipewire,0.3.56-1,main,,"Server and user space API to deal with multimedia"
pixman,0.40.0-1,main,,"Library that provides low-level pixel manipulation features such as image compositing and trapezoid rasterization"
pixman-32,0.40.0-1,multilib,,"Library that provides low-level pixel manipulation features such as image compositing and trapezoid rasterization"
pkcs11-helper,1.29.0-1,main,,"A library that simplifies the interaction with PKCS11 providers for end-user applications using a simple API and optional OpenSSL engine"
pkgconf,1.8.0-1,main,,"Package compiler and linker metadata toolkit"
pkg-config,0.29.2-1,main,,"A tool for passing the include path and/or library paths to build tools during the configure and make file execution"
plank,0.11.89-1,main,,"Elegant, simple, clean dock"
playerctl,2.4.1-1,main,,"mpris media player controller and lib for spotify, vlc, audacious, bmp, xmms2, and others"
playonlinux,4.4-1,multilib,,"GUI for managing Windows programs under linux"
pluma,1.26.0-1,main,,"The MATE text editor"
pm-utils,1.4.1-1,main,,"Small collection of scripts to suspend and hibernate a computer"
pnmixer,0.7.2-1,main,,"Lightweight volume control with a tray icon"
podman,4.1.1-1,main,https://github.com/containers/libpod,"Tool and library for running OCI-based containers in pods"
polkit,121-1,main,https://freedesktop.org/software/polkit,"Toolkit for defining and handling authorizations"
polkit-gnome,0.105-2,main,,"Authentication Agent for Polkit that integrates well with the GNOME Desktop environment"
polybar,3.6.3-1,main,,"A fast and easy-to-use status bar"
pop-icon-theme,20220713-1,main,,"A free and open source SVG icon theme for Linux, based on Paper Icon Set and Papirus"
poppler,22.07.0-1,main,,"PDF rendering library and command line tools used to manipulate PDF files"
poppler-data,0.4.11-1,main,,"Encoding files for use with Poppler, to render CJK and Cyrillic properly"
poppler-glib,22.07.0-1,main,,"glib wrapper for poppler"
poppler-qt5,22.07.0-1,main,,"qt5 wrapper for poppler"
popt,1.16-1,main,,"Popt libraries which are used by some programs to parse command-line options"
portaudio,19.7.0-1,main,,"portaudio cross platform audio"
portmidi,2.0.3-1,main,,"portmidi"
portsmf,239-1,main,https://github.com/tenacityteam,"portsmf "
potrace,1.16-1,main,,"Utility for tracing a bitmap (input: PBM,PGM,PPM,BMP; output: EPS,PS,PDF,SVG,DXF,PGM,Gimppath,XFig)"
procmail,3.22-1,main,,"Highly configurable auto mail processing"
procps-ng,4.0.0-1,main,,"Programs for monitoring processes"
protobuf,21.4-1,main,https://developers.google.com/protocol-buffers/,"Protocol Buffers - Google's data interchange format "
psmisc,23.5-1,main,,"Programs for displaying information about running processes"
pspg,5.5.5-1,main,,"pspg - advanced postgres pager"
pulseaudio,16.1-1,main,,"Sound system for POSIX OSes"
pulseaudio-alsa,1-1,main,,"ALSA Configuration for PulseAudio"
pulsemixer,1.5.1-1,main,https://github.com/GeorgeFilipkin/pulsemixer,"CLI and curses mixer for Pulseaudio"
pv,1.6.20-1,main,,"A terminal-based tool for monitoring the progress of data through a pipeline"
pwgen,2.08-1,main,,"A small GPLed password generator"
pypanel,2.4-1,main,,"Lightweight panel/taskbar written in Python and C for X11 window managers"
python2,2.7.18-1,main,,"Next generation of the python high-level scripting language"
python2-32,2.7.18-1,multilib,,"Next generation of the python high-level scripting language"
python2-appdirs,1.4.4-1,main,,"A small Python module for determining appropriate platform-specific dirs, e.g. a 'user data dir'"
python2-atspi,2.38.2-1,main,,"Python2 bindings for the core components of the GNOME Accessibility"
python2-attrs,21.4.0-1,main,,"Attributes without boilerplate (python2)"
python2-beaker,1.11.0-1,main,,"Python module that implements caching and sessions WSGI middleware for use with web applications and stand-alone Python scripts and applications"
python2-cairo,1.18.2-1,main,,"Python 2 bindings to Cairo"
python2-chardet,3.0.4-1,main,,"Python module for character encoding auto-detection (python2)"
python2-dbus,1.2.18-1,main,,"Python2 bindings to the D-Bus"
python2-distutils-extra,2.39-1,main,,"Enhancements to the Python build system"
python2-enum34,1.1.10-1,main,,"Python 3.4 Enum backported"
python2-funcsigs,1.0.2-1,main,,"Backport of the PEP 362 function signature features from Python 3.3's inspect module for Python 2.x"
python2-gobject2,2.28.7-1,main,,"Python 2 bindings to the GObject class from GLib"
python2-gobject3,3.36.1-1,main,,"Python2 bindings for PyGObject3"
python2-gtk,2.24.0-2,main,,"Python bindings for the GTK widget set"
python2-idna,2.9-1,main,,"Internationalized Domain Names in Applications (IDNA) (python2)"
python2-iso3166,2.1.1-1,main,,"Self-contained ISO 3166-1 country definitions (python2)"
python2-iso-639,0.4.5-1,main,,"Python library for ISO 639 standard (python2)"
python2-jinja2,2.11.2-1,main,,"A simple pythonic template language written in Python (python2)"
python2-libxml2,2.9.12-1,main,,"Python2 bindings for libxml2"
python2-lxml,4.9.1-1,main,,"Python2 bindings for libxslt and libxml2"
python2-mako,1.2.1-1,main,,"Python module that implements hyperfast and lightweight templating for the Python platform"
python2-markupsafe,1.1.1-1,main,,"Python module that implements a XML/HTML/XHTML Markup safe string"
python2-packaging,21.3-1,main,,"Core utilities for Python packages"
python2-pillow,6.2.1-1,main,,"Python Imaging Library (PIL) fork (python2)"
python2-pip,20.1.1-1,main,,"The PyPA recommended tool for installing Python packages"
python2-psutil,5.9.1-1,main,,"A cross-platform process and system utilities module for Python2"
python2-pycryptodome,3.15.0-1,main,,"Cryptographic library for Python (python2)"
python2-pygments,2.12.0-1,main,,"Python syntax highlighter (python2)"
python2-pyparsing,2.4.7-1,main,,"General parsing module for Python"
python2-pypeg2,2.15.2-1,main,,"An intrinsic PEG Parser-Interpreter for Python (python2)"
python2-pysocks,1.7.0-1,main,,"SOCKS4, SOCKS5 or HTTP proxy (Anorov fork PySocks replaces socksipy)(python2)"
python2-requests,2.23.0-1,main,,"Python HTTP for Humans (python2)"
python2-scour,0.38.2-1,main,,"SVG optimizer/cleaner that reduces their size by optimizing structure and removing unnecessary data"
python2-setuptools,45.1.0-1,main,,"Easily download, build, install, upgrade, and uninstall Python packages"
python2-sip,4.19.25-1,main,,"A tool that makes it easy to create Python bindings for C and C++ libraries (python2)"
python2-sip-pyqt5,4.19.25-1,main,,"A tool that makes it easy to create Python bindings for C and C++ libraries (PyQt5 version)"
python2-six,1.16.0-1,main,,"Python2 compatibility library"
python2-urllib3,1.26.10-1,main,,"HTTP library with thread-safe connection pooling and file post support (python2)"
python2-urwid,2.1.2-1,main,,"Curses-based user interface library"
python2-websocket-client,0.58.0-1,main,,"WebSocket client library for Python (python2)"
python2-wxpython3,3.0.2.0-1,main,,"Classic wxWidgets GUI toolkit for Python"
python2-xdg,0.25-1,main,,"Python library to access freedesktop.org standards"
python2-xlib,0.31-1,main,,"A fully functional X client library for Python programs"
python2-yaml,5.3.1-1,main,,"Python bindings for YAML, using fast libYAML library (python2)"
python3-32,3.9.13-1,multilib,,"Next generation of the python high-level scripting language"
python3,3.9.13-1,main,,"Next generation of the python high-level scripting language"
python3-alabaster,0.7.12-1,main,https://alabaster.readthedocs.io/,"Visually (c)lean, responsive, configurable theme for Sphinx."
python3-appdirs,1.4.4-1,main,,"A small Python module for determining appropriate platform-specific dirs, e.g. a 'user data dir'"
python3-atspi,2.38.2-1,main,,"Python3 bindings for the core components of the GNOME Accessibility"
python3-attrs,22.1.0-1,main,,"Attributes without boilerplate"
python3-babel,2.10.3-1,main,http://babel.pocoo.org/,"A collection of tools for internationalizing Python applications"
python3-cairo,1.21.0-1,main,,"Python3 bindings to Cairo"
python3-cffi,1.15.1-1,main,http://cffi.readthedocs.org,"Foreign Function Interface for Python calling C code"
python3-chardet,5.0.0-1,main,,"Python module for character encoding auto-detection"
python3-dbus,1.2.18-1,main,,"Python3 bindings to the D-Bus"
python3-distro,1.7.0-1,main,,"Linux OS platform information API "
python3-distutils-extra,2.39-1,main,,"Enhancements to the Python build system"
python3-docopt,0.6.2-1,main,https://pypi.org/project/docopt,"Pythonic argument parser that will make you smile"
python3-docutils,0.19-1,main,https://docutils.sourceforge.io/,"Set of tools for processing plaintext docs into formats such as HTML, XML, or LaTeX"
python3-evdev,1.6.0-1,main,,"Python bindings for the Linux input subsystem "
python3-gobject3,3.42.2-1,main,,"Python3 bindings for PyGObject3"
python3-greenlet,1.1.2-1,main,https://pypi.org/project/greenlet/,"Lightweight in-process concurrent programming "
python3-idna,3.3-1,main,,"Internationalized Domain Names in Applications (IDNA)"
python3-imagesize,1.4.1-1,main,https://github.com/shibukawa/imagesize_py/,"Getting image size from png/jpeg/jpeg2000/gif file."
python3-imdbpy,2022.02.11-1,main,https://imdbpy.sourceforge.io/,"Python bindings for the Internet Movie Database (IMDb) "
python3-iso3166,2.1.1-1,main,,"Self-contained ISO 3166-1 country definitions"
python3-iso-639,0.4.5-1,main,,"Python library for ISO 639 standard"
python3-isodate,0.6.1-1,main,,"An ISO 8601 date/time/duration parser and formatter"
python3-jinja2,3.1.2-1,main,,"A simple pythonic template language written in Python"
python3-lxml,4.9.1-1,main,,"Python3 bindings for libxslt and libxml2"
python3-mako,1.2.1-1,main,,"Python module that implements hyperfast and lightweight templating for the Python platform"
python3-markupsafe,2.1.1-1,main,,"Python module that implements a XML/HTML/XHTML Markup safe string"
python3-packaging,21.3-1,main,,"Core utilities for Python packages"
python3-pafy,0.5.5-1,main,,"Python API for YouTube"
python3-pillow,9.2.0-1,main,,"Python Imaging Library (PIL) fork"
python3-pip,22.2.1-1,main,,"The PyPA recommended tool for installing Python packages"
python3-psutil,5.9.1-1,main,,"A cross-platform process and system utilities module for Python3"
python3-pycparser,2.21-1,main,https://pypi.org/project/pycparser/,"C parser and AST generator written in Python"
python3-pycryptodome,3.15.0-1,main,,"Cryptographic library for Python"
python3-pygments,2.12.0-1,main,,"Python syntax highlighter"
python3-pyparsing,3.0.7-1,main,,"General parsing module for Python"
python3-pypeg2,2.15.2-1,main,,"An intrinsic PEG Parser-Interpreter for Python"
python3-pyproject2setuppy,22-1,main,https://github.com/mgorny/pyproject2setuppy,"Cheap builder for pyproject-based build systems"
python3-pyqt5,5.15.4-2,main,,"A set of Python 3.x bindings for the Qt5 toolkit"
python3-pyqt-builder,1.13.0-1,main,https://pypi.org/project/PyQt-builder,"PyQt-builder is the PEP 517 compliant build system for PyQt"
python3-pyqtwebengine,5.15.4-1,main,,"Python 3 bindings for QtWebEngine"
python3-pysocks,1.7.0-1,main,,"SOCKS4, SOCKS5 or HTTP proxy (Anorov fork PySocks replaces socksipy)"
python3-pytz,2022.1-1,main,https://pythonhosted.org/pytz/,"World timezone definitions, modern and historical"
python3-requests,2.28.1-1,main,,"Python HTTP for Humans"
python3-scour,0.38.2-1,main,,"SVG optimizer/cleaner that reduces their size by optimizing structure and removing unnecessary data"
python3-setproctitle,1.3.0-1,main,https://github.com/dvarrazzo/py-setproctitle,"Allows a python process to change its process title "
python3-setuptools,63.2.0-1,main,,"Easily download, build, install, upgrade, and uninstall Python packages"
python3-setuptools-scm,7.0.5-1,main,https://github.com/pypa/setuptools_scm,"Handles managing your python package versions in scm metadata"
python3-sip,6.5.0-1,main,https://www.riverbankcomputing.com/software/sip/intro,"A tool that makes it easy to create Python bindings for C and C++ libraries"
python3-sip-pyqt5,12.9.0-1,main,,"Python 3.x SIP bindings for C and C++ libraries (PyQt5 version)"
python3-six,1.16.0-1,main,,"Python3 compatibility library"
python3-snowballstemmer,2.2.0-1,main,https://github.com/shibukawa/snowball_py/,"Snowball stemming library collection for Python."
python3-sphinx,5.1.1-1,main,https://www.sphinx-doc.org/en/master/,"The Sphinx documentaion generator"
python3-sphinxcontrib-applehelp,1.0.2-1,main,https://github.com/sphinx-doc/sphinxcontrib-applehelp/,"sphinx extension which outputs Apple help books"
python3-sphinxcontrib-devhelp,1.0.2-1,main,https://github.com/sphinx-doc/sphinxcontrib-devhelp/,"sphinx extension which outputs Devhelp document"
python3-sphinxcontrib-htmlhelp,2.0.0-2,main,https://github.com/sphinx-doc/sphinxcontrib-htmlhelp/,"sphinx extension which renders HTML help files"
python3-sphinxcontrib-jsmath,1.0.1-1,main,https://github.com/sphinx-doc/sphinxcontrib-jsmath/,"sphinx extension which renders display math in HTML via JavaScript"
